ID;Depth from;Depth to;Recovery;Test Type;Sampling Description;SPT-N;PP;TV;VST, Peak;VST, Residual
BHD2261;2.7;;;SPT;2.70m: (20, 28, 23/80) N>50;>50;;;;
BHD2261;4.2;;;SPT;4.20m: (25, 50/45) N>50;>50;;;;
BHD2261;5.7;;;SPT;5.70m: (25, 50/115) N>50;>50;;;;
BHD2261;7.2;;;SPT;7.20m: (25, 40, 10/50) N>50;>50;;;;
BHD2262;1.2;;;SPT;1.20m: (9, 8, 11) N=19;19;;;;
BHD2262;2;;;SPT;2.00m: (11, 15, 23) N=38;38;;;;
BHD2262;3;;;SPT;3.00m: (12, 13, 23) N=36;36;;;;
BHD2262;4;;;SPT;4.00m: (19, 25, 25/75) N>50;>50;;;;
BHD2262;5;;;SPT;5.00m: (12, 24, 28) N>50;>50;;;;
BHD2262;6;;;SPT;6.00m: (8, 9, 10) N=19;19;;;;
BHD2263;1.2;;;SPT;1.20m: (5, 7, 7) N=14;14;;;;
BHD2263;2;;;SPT;2.00m: (25, 20, 18) N=38;38;;;;
BHD2263;3;;;SPT;3.00m: (20, 18, 17) N=35;35;;;;
BHD2263;4;;;SPT;4.00m: (14, 22, 21) N=43;43;;;;
BHD2264;1.2;;;SPT;1.20m: (6, 10, 14) N=24;24;;;;
BHD2264;2.7;;;SPT;2.70m: (11, 19, 37) N>50;>50;;;;
BHD2264;4.2;;;SPT;4.20m: (14, 27, 23/85) N>50;>50;;;;
BHD2264;5.7;;;SPT;5.70m: (25, 29, 21/50) N>50;>50;;;;
BHD2265;1.2;;;SPT;1.20m: (6, 8, 16) N=24;24;;;;
BHD2265;2.7;;;SPT;2.70m: (7, 13, 18) N=31;31;;;;
BHD2265;4.2;;;SPT;4.20m: (25, 50/60) N>50;>50;;;;
BHD2265;5.7;;;SPT;5.70m: (25, 50/105) N>50;>50;;;;
BHD2266;1.2;;;SPT;1.20m: (5, 10, 12) N=22;22;;;;
BHD2266;2;;;SPT;2.00m: (11, 16, 25) N=41;41;;;;
BHD2266;3;;;SPT;3.00m: (18, 50/150) N>50;>50;;;;
BHD2266;4.85;;;SPT;4.85m: (10, 40/75) N>50;>50;;;;
BHD2266;6.5;;;SPT;6.50m: (7, 40/75) N>50;>50;;;;
BHD2267;1.2;;;SPT;1.20m: (5, 7, 7) N=14;14;;;;
BHD2267;2;;;SPT;2.00m: (6, 7, 11) N=18;18;;;;
BHD2267;3;;;SPT;3.00m: (8, 13, 26) N=39;39;;;;
BHD2267;4;;;SPT;4.00m: (8, 40/75) N>50;>50;;;;
BHD2267;4.4;;;SPT;4.40m: (40/0) N>50;>50;;;;
BHD2267A;1.2;;;SPT;1.20m: (6, 5, 7) N=12;12;;;;
BHD2267A;2;;;SPT;2.00m: (8, 9, 15) N=24;24;;;;
BHD2267A;3;;;SPT;3.00m: (6, 13, 19) N=32;32;;;;
BHD2267A;5;;;SPT;5.00m: (10, 31, 28) N>50;>50;;;;
BHD2267A;7.5;;;SPT;7.50m: (8, 13, 26) N=39;39;;;;
BHD2268;1.2;;;SPT;1.20m: (5, 7, 9) N=16;16;;;;
BHD2268;2;;;SPT;2.00m: (8, 9, 11) N=20;20;;;;
BHD2268;4;;;SPT;4.00m: (21, 36, 19/75) N>50;>50;;;;
BHD2268;6;;;SPT;6.00m: (15, 33, 21/75) N>50;>50;;;;
BHD2269;1.2;;;SPT;1.20m: (7, 10, 10) N=20;20;;;;
BHD2269;2.2;;;SPT;2.20m: (21, 14, 13) N=27;27;;;;
BHD2269;3.3;;;SPT;3.30m: (9, 18, 25) N=43;43;;;;
BHD2269;4.2;;;SPT;4.20m: (19, 20, 20) N=40;40;;;;
BHD2269;5.2;;;SPT;5.20m: (18, 17, 45) N>50;>50;;;;
BHD2270;1.2;;;SPT;1.20m: (4, 6, 6) N=12;12;;;;
BHD2270;2;;;SPT;2.00m: (10, 15, 19) N=34;34;;;;
BHD2270;4;;;SPT;4.00m: (13, 20, 35) N>50;>50;;;;
BHD2270;5;;;SPT;5.00m: (13, 34, 36) N>50;>50;;;;
BHD2270;6;;;SPT;6.00m: (23, 40/20) N>50;>50;;;;
BHD2270;6.3;;;SPT;6.30m: (10, 30/75) N>50;>50;;;;
BHD2271;1.2;;;SPT;1.20m: (3, 4, 6) N=10;10;;;;
BHD2271;2;;;SPT;2.00m: (4, 6, 7) N=13;13;;;;
BHD2271;4;;;SPT;4.00m: (5, 7, 7) N=14;14;;;;
BHD2271;6;;;SPT;6.00m: (50/0) N>50;>50;;;;
BHD2350;1.2;;;SPT;1.20m: (5, 8, 9) N=17;17;;;;
BHD2350;2.2;;;SPT;2.20m: (7, 9, 8) N=17;17;;;;
BHD2350;3.2;;;SPT;3.20m: (14, 28, 22) N=50;50;;;;
BHD2350;4.2;;;SPT;4.20m: (25, 50/75) N>50;>50;;;;
BHD2350A;4.2;;;SPT;4.20m: (25/75) N>50;>50;;;;
BHD2351;1.2;;;SPT;1.20m: (12, 15, 13) N=28;28;;;;
BHD2351;3.2;;;SPT;3.20m: (17, 24, 28) N>50;>50;;;;
BHD2351;5.2;;;SPT;5.20m: (8, 23, 25) N=48;48;;;;
BHD2351;7.5;;;SPT;7.50m: (25, 50/75) N>50;>50;;;;
BHD2352;1.2;;;SPT;1.20m: (6, 5, 9) N=14;14;;;;
BHD2352;2.7;;;SPT;2.70m: (4, 8, 15) N=23;23;;;;
BHD2352;4.2;;;SPT;4.20m: (10, 14, 18) N=32;32;;;;
BHD2352;5.7;;;SPT;5.70m: (17, 50/150) N>50;>50;;;;
BHD2352;7.2;;;SPT;7.20m: (24, 32, 18/55) N>50;>50;;;;
BHD2352;8.7;;;SPT;8.70m: (25, 50/120) N>50;>50;;;;
BHD2352;10.2;;;SPT;10.20m: (25, 50/100) N>50;>50;;;;
BHD2353;1.2;;;SPT;1.20m: (5, 7, 9) N=16;16;;;;
BHD2353;2.7;;;SPT;2.70m: (12, 23, 27/110) N>50;>50;;;;
BHD2353;4.2;;;SPT;4.20m: (12, 25, 25) N=50;50;;;;
BHD2353;5.7;;;SPT;5.70m: (9, 17, 20) N=37;37;;;;
BHD2353;7.2;;;SPT;7.20m: (25, 35, 15/55) N>50;>50;;;;
BHD2353;8.7;;;SPT;8.70m: (22, 50/140) N>50;>50;;;;
BHD2354;1.2;;;SPT;1.20m: (3, 4, 4) N=8;8;;;;
BHD2354;2.2;;;SPT;2.20m: (4, 5, 5) N=10;10;;;;
BHD2354;3.2;;;SPT;3.20m: (4, 9, 10) N=19;19;;;;
BHD2354;4.2;;;SPT;4.20m: (10, 14, 16) N=30;30;;;;
BHD2354;4.7;;;SPT;4.70m: (50/0) N>50;>50;;;;
BHD2354A;1.2;;;SPT;1.20m: (8, 7, 7) N=14;14;;;;
BHD2354A;2;;;SPT;2.00m: (8, 10, 9) N=19;19;;;;
BHD2354A;3;;;SPT;3.00m: (13, 14, 9) N=23;23;;;;
BHD2354A;4;;;SPT;4.00m: (12, 15, 15) N=30;30;;;;
BHD2354A;4.7;;;SPT;4.70m: (50/0) N>50;>50;;;;
BHD2355;1.2;;;SPT;1.20m: (1, 2, 5) N=7;7;;;;
BHD2355;2;;;SPT;2.00m: (4, 7, 9) N=16;16;;;;
BHD2355;3;;;SPT;3.00m: (9, 12, 16) N=28;28;;;;
BHD2355;4;;;SPT;4.00m: (13, 16, 19) N=35;35;;;;
BHD2355;5;;;SPT;5.00m: (16, 20, 19) N=39;39;;;;
BHD2355;6.3;;;SPT;6.30m: (40/75) N>50;>50;;;;
BHD2356;1.2;;;SPT;1.20m: (4, 6, 6) N=12;12;;;;
BHD2356;2;;;SPT;2.00m: (4, 5, 5) N=10;10;;;;
BHD2356;4;;;SPT;4.00m: (9, 11, 18) N=29;29;;;;
BHD2357;1.2;;;SPT;1.20m: (3, 4, 3) N=7;7;;;;
BHD2357;2.7;;;SPT;2.70m: (3, 2, 1) N=3;3;;;;
BHD2357;4.2;;;SPT;4.20m: (2, 2, 2) N=4;4;;;;
BHD2357;5.3;;;SPT;5.30m: (2, 2, 2) N=4;4;;;;
BHD2358;1.2;;;SPT;1.20m: (15, 16, 11) N=27;27;;;;
BHD2358;2.7;;;SPT;2.70m: (9, 14, 27) N=41;41;;;;
BHD2358;4.2;;;SPT;4.20m: (26, 50/60) N>50;>50;;;;
BHD2358;5.8;;;SPT;5.80m: (13, 25, 32) N>50;>50;;;;
BHD2358;7.3;;;SPT;7.30m: (11, 22, 28) N=50;50;;;;
BHD2359;1.2;;;SPT;1.20m: (7, 9, 16) N=25;25;;;;
BHD2359;2.7;;;SPT;2.70m: (20, 50/100) N>50;>50;;;;
BHD2359;4.2;;;SPT;4.20m: (13, 23, 18) N=41;41;;;;
BHD2360;1.2;;;SPT;1.20m: (11, 24, 26/70) N>50;>50;;;;
BHD2360;2.6;;;SPT;2.60m: (18, 21, 23) N=44;44;;;;
BHD2360;4.1;;;SPT;4.10m: (10, 29, 21/65) N>50;>50;;;;
BHD2360;5.6;;;SPT;5.60m: (9, 22, 28/145) N>50;>50;;;;
BHD2360;7.1;;;SPT;7.10m: (25, 50/140) N>50;>50;;;;
BHD2360;8.6;;;SPT;8.60m: (25, 50/140) N>50;>50;;;;
BHD2360;10.1;;;SPT;10.10m: (25, 50/120) N>50;>50;;;;
BHD2360;11.6;;;SPT;11.60m: (25, 50/80) N>50;>50;;;;
BHD2360;13.1;;;SPT;13.10m: (24, 43, 7/15) N>50;>50;;;;
BHD2360;14.6;;;SPT;14.60m: (25, 50/95) N>50;>50;;;;
BHD2361;1.2;;;SPT;1.20m: (11, 11, 8) N=19;19;;;;
BHD2361;2.6;;;SPT;2.60m: (5, 8, 6) N=14;14;;;;
BHD2361;4.1;;;SPT;4.10m: (15, 34, 16/55) N>50;>50;;;;
BHD2361;5.7;;;SPT;5.70m: (21, 34, 16/75) N>50;>50;;;;
BHD2361;7.2;;;SPT;7.20m: (10, 19, 31/135) N>50;>50;;;;
BHD2361;8.7;;;SPT;8.70m: (25, 23, 21) N>50;>50;;;;
BHD2361;10.2;;;SPT;10.20m: (24, 30, 20/40) N>50;>50;;;;
BHD2361;11.7;;;SPT;11.70m: (11, 12, 23) N=35;35;;;;
BHD2361;13.2;;;SPT;13.20m: (9, 14, 23) N=37;37;;;;
BHD2361;14.7;;;SPT;14.70m: (10, 15, 19) N=34;34;;;;
BHD2362;1.2;;;SPT;1.20m: (6, 5, 4) N=9;9;;;;
BHD2362;2.7;;;SPT;2.70m: (3, 6, 12) N=18;18;;;;
BHD2362;4.2;;;SPT;4.20m: (13, 18, 23) N=41;41;;;;
BHD2362;5.7;;;SPT;5.70m: (9, 16, 23) N=39;39;;;;
BHD2362;7.2;;;SPT;7.20m: (16, 12, 12) N=24;24;;;;
BHD2362;8.7;;;SPT;8.70m: (25, 50/90) N>50;>50;;;;
BHD2362;10.2;;;SPT;10.20m: (25, 17, 18) N=35;35;;;;
BHD2362;11.7;;;SPT;11.70m: (11, 17, 17) N=34;34;;;;
BHD2364;1.2;;;SPT;1.20m: (12, 11, 9) N=20;20;;;;
BHD2364;2.7;;;SPT;2.70m: (8, 50/150) N>50;>50;;;;
BHD2364;4.2;;;SPT;4.20m: (23, 38, 12/50) N>50;>50;;;;
BHD2364;5.7;;;SPT;5.70m: (21, 31, 19/100) N>50;>50;;;;
BHD2364;7.2;;;SPT;7.20m: (9, 22, 20) N=42;42;;;;
BHD2364;8.7;;;SPT;8.70m: (8, 14, 17) N=31;31;;;;
BHD2364;10.2;;;SPT;10.20m: (8, 15, 15) N=30;30;;;;
BHD2364;11.7;;;SPT;11.70m: (10, 16, 21) N=37;37;;;;
BHD2366;1.2;;;SPT;1.20m: (7, 16, 23) N=39;39;;;;
BHD2366;2.7;;;SPT;2.70m: (8, 14, 23) N=37;37;;;;
BHD2366;4.2;;;SPT;4.20m: (10, 25, 25) N=50;50;;;;
BHD2366;5.7;;;SPT;5.70m: (25, 47, 3/25) N>50;>50;;;;
BHD2366;7.2;;;SPT;7.20m: (25, 26, 23) N=49;49;;;;
BHD2367;1.2;;;SPT;1.20m: (6, 56/145) N>50;>50;;;;
BHD2367;2.7;;;SPT;2.70m: (9, 15, 17) N=32;32;;;;
BHD2367;4.2;;;SPT;4.20m: (21, 50/130) N>50;>50;;;;
BHD2367;5.7;;;SPT;5.70m: (9, 20, 26) N=46;46;;;;
BHD2367;7.2;;;SPT;7.20m: (13, 22, 30) N>50;>50;;;;
BHD2368;1.2;;;SPT;1.20m: (7, 7, 4) N=11;11;;;;
BHD2368;2.7;;;SPT;2.70m: (14, 21, 20) N=41;41;;;;
BHD2368;4.2;;;SPT;4.20m: (15, 24, 28) N>50;>50;;;;
BHD2368;5.7;;;SPT;5.70m: (12, 22, 27) N=49;49;;;;
BHD2368;7.2;;;SPT;7.20m: (16, 28, 28) N>50;>50;;;;
BHD2369;1.2;;;SPT;1.20m: (15, 15, 7) N=22;22;;;;
BHD2369;2.7;;;SPT;2.70m: (25, 20, 26) N=46;46;;;;
BHD2369;4.2;;;SPT;4.20m: (12, 50/145) N>50;>50;;;;
BHD2369;5.7;;;SPT;5.70m: (10, 20, 23) N=43;43;;;;
BHD2369;7.2;;;SPT;7.20m: (10, 23, 22) N=45;45;;;;
BHD2369;8.7;;;SPT;8.70m: (12, 16, 22) N=38;38;;;;
BHD2369;10.2;;;SPT;10.20m: (10, 16, 24) N=40;40;;;;
BHD2369;11.7;;;SPT;11.70m: (25, 25, 22/100) N=47;47;;;;
BHD2369;13.2;;;SPT;13.20m: (10, 17, 20) N=37;37;;;;
BHD2369;14.7;;;SPT;14.70m: (16, 16, 20) N=36;36;;;;
BHD2369;16.2;;;SPT;16.20m: (24, 42, 8/25) N>50;>50;;;;
BHD2369;17.7;;;SPT;17.70m: (25, 50/150) N>50;>50;;;;
BHD2369;19.2;;;SPT;19.20m: (25, 50/25) N>50;>50;;;;
BHD2369;20.7;;;SPT;20.70m: (15, 40/100) N>50;>50;;;;
BHD2370;1.2;;;SPT;1.20m: (12, 14, 18) N=32;32;;;;
BHD2370;4.2;;;SPT;4.20m: (14, 29, 21/75) N>50;>50;;;;
BHD2370;5.7;;;SPT;5.70m: (12, 24, 35) N>50;>50;;;;
BHD2370;7.2;;;SPT;7.20m: (16, 23, 19) N=42;42;;;;
BHD2370;8.7;;;SPT;8.70m: (12, 23, 21) N=44;44;;;;
BHD2370;10.2;;;SPT;10.20m: (13, 20, 25) N=45;45;;;;
BHD2370;11.7;;;SPT;11.70m: (13, 19, 23) N=42;42;;;;
BHD2370;13.2;;;SPT;13.20m: (12, 18, 23) N=41;41;;;;
BHD2370;14.7;;;SPT;14.70m: (12, 12, 19) N=31;31;;;;
BHD2370;16.2;;;SPT;16.20m: (14, 12, 17) N=29;29;;;;
BHD2370;17.7;;;SPT;17.70m: (11, 13, 20) N=33;33;;;;
BHD2370;19.2;;;SPT;19.20m: (10, 14, 20) N=34;34;;;;
BHD2370;20.7;;;SPT;20.70m: (24, 50/115) N>50;>50;;;;
